name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
new york city,1/1/2015,38.7,27.3,32.8,35.8,17.1,25.6,9.6,37.7,0,0,0,,0,0,28.4,13.3,251.4,1018.5,7.3,9.9,114.3,9.9,5,,2015-01-01T07:20:09,2015-01-01T16:39:07,0.38,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
new york city,1/2/2015,42.2,36,38.6,36.5,28.1,32.2,16.8,41,0,0,0,,0,0,28.4,16.1,270.3,1022.8,31.5,9.9,110.6,9.5,5,,2015-01-02T07:20:15,2015-01-02T16:39:58,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york city,1/3/2015,40.7,33.5,35.8,35,25.9,30.2,26.1,69.4,0.657,100,45.83,"rain,snow",0,0,23,9.8,69.8,1031.1,65.1,6.3,61.9,5.2,3,,2015-01-03T07:20:19,2015-01-03T16:40:50,0.45,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"72505394728,KLGA,KNYC,72503014732"
new york city,1/4/2015,55.4,41,48.2,55.4,36.6,46.6,44.6,87.4,0.352,100,45.83,rain,0,0,30.5,16.6,245.7,1010.4,91.5,6.8,43.2,3.8,3,,2015-01-04T07:20:20,2015-01-04T16:41:44,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KLGA,KNYC,72503014732"
new york city,1/5/2015,50.3,21.8,36.3,50.3,11.4,27.8,12.2,37.1,0,0,0,,0,0,44.8,24.2,290.5,1019.2,33.1,9.9,115.3,9.9,5,,2015-01-05T07:20:19,2015-01-05T16:42:40,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york city,1/6/2015,21.8,18.8,20.5,21.6,7.4,14,7.3,57.9,0.05,100,16.67,snow,0.2,0.1,24.2,15,290.6,1024.2,62,7.1,24.1,2.1,1,,2015-01-06T07:20:16,2015-01-06T16:43:36,0.55,"Snow, Partially cloudy",Partly cloudy throughout the day with snow in the morning and afternoon.,snow,"72505394728,KLGA,KNYC,72503014732"
new york city,1/7/2015,23.3,10.1,19.2,12.4,-7.2,6,2.5,48.8,0,0,0,,0.1,0.2,35.5,21.7,292,1016.8,34.5,9.8,78.3,6.7,3,,2015-01-07T07:20:11,2015-01-07T16:44:35,0.58,Partially cloudy,Becoming cloudy in the afternoon.,snow,"72505394728,KLGA,KNYC,72503014732"
new york city,1/8/2015,20,8.1,14.2,11.5,-8.3,1.3,-4.1,43.5,0,0,0,,0,0,30.2,14.8,271.9,1027.5,10.4,9.9,117.3,10,5,,2015-01-08T07:20:03,2015-01-08T16:45:34,0.61,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
new york city,1/9/2015,32.9,18.8,26.4,25.7,8.2,16.2,8.9,48.2,0.075,100,8.33,snow,0.2,0.1,30,19.7,249.2,1018.3,55,8.7,66.2,5.9,3,,2015-01-09T07:19:53,2015-01-09T16:46:35,0.65,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.,snow,"72505394728,KLGA,KNYC,72503014732"
new york city,1/10/2015,23.3,16.3,19.9,16.3,2.9,8.9,-0.9,39.7,0,0,0,,0.1,0.2,28.9,13.9,277,1030.3,2.4,9.9,124.7,10.7,5,,2015-01-10T07:19:41,2015-01-10T16:47:37,0.68,Clear,Clear conditions throughout the day.,snow,"72505394728,KLGA,KNYC,72503014732"
new york city,1/11/2015,36.8,18.3,28.5,31.9,7.5,21.6,5.2,36.6,0,0,0,,0.1,0.2,20.8,10.8,230.7,1035.9,43,9.9,120.5,10.4,5,,2015-01-11T07:19:27,2015-01-11T16:48:40,0.71,Partially cloudy,Partly cloudy throughout the day.,snow,"72505394728,KLGA,KNYC,72503014732"
new york city,1/12/2015,38.3,35.1,36.9,38,30.4,33.8,27.6,71.4,0.373,100,41.67,"rain,snow",0,0,26.4,8.7,281.5,1025,100,6.8,13.5,1.2,1,,2015-01-12T07:19:10,2015-01-12T16:49:44,0.74,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"72505394728,KLGA,KNYC,72503014732"
new york city,1/13/2015,36,17.1,26.3,29.7,7.3,16.7,12.7,56.7,0,0,0,,0,0,25.3,18.3,11.5,1032.7,39.8,9.9,122.6,10.5,5,,2015-01-13T07:18:51,2015-01-13T16:50:49,0.75,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york city,1/14/2015,31.4,17.1,24.7,29.9,5.8,16.9,12.9,60.4,0,0,0,,0,0,19.7,13.6,39.6,1028.8,68.6,9.9,63.7,5.6,3,,2015-01-14T07:18:30,2015-01-14T16:51:55,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york city,1/15/2015,34.1,25.3,29.9,28.8,17.5,24,16.1,56.9,0,0,0,,0,0,23,16.1,293.7,1018.3,44.9,9.8,92.5,7.9,5,,2015-01-15T07:18:07,2015-01-15T16:53:02,0.84,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york city,1/16/2015,42.5,20.3,32,35,8.2,23,12.8,45,0,0,0,,0,0,32.2,20.9,284.4,1013.3,32.3,9.6,113,9.8,5,,2015-01-16T07:17:41,2015-01-16T16:54:09,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york city,1/17/2015,30.6,17.1,23.5,24.2,5.1,15.1,4.8,44.8,0,0,0,,0,0,23,13,277.3,1026.8,8.5,9.9,129.4,11.2,5,,2015-01-17T07:17:14,2015-01-17T16:55:18,0.91,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
new york city,1/18/2015,41.5,30.6,36.5,41.5,23.1,33.2,31.7,83.1,2.074,100,58.33,"rain,snow",0,0,19.6,9.1,5.3,1014,83.3,5.4,45.4,3.9,3,,2015-01-18T07:16:44,2015-01-18T16:56:27,0.94,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"72505394728,KLGA,KNYC,72503014732"
new york city,1/19/2015,41,37.1,38.9,35.5,27.2,32.4,25.6,59.8,0.025,100,4.17,rain,0,0,32,18.3,279.7,1009.2,81.1,9.9,111.8,9.8,5,,2015-01-19T07:16:12,2015-01-19T16:57:37,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KLGA,KNYC,72503014732"
new york city,1/20/2015,39.6,33.2,36.8,35.3,26.2,31.2,19.4,49.2,0,0,0,,0,0,21.9,9.8,298.6,1013.2,66.2,9.9,78.4,6.6,3,,2015-01-20T07:15:38,2015-01-20T16:58:47,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york city,1/21/2015,34.8,25.1,31,34.8,17,26,9,39.8,0,0,0,,0,0,,7.2,29.7,1020.2,55.4,9.9,55.6,4.8,3,,2015-01-21T07:15:02,2015-01-21T16:59:58,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york city,1/22/2015,38.9,30.8,34.2,38,23.2,29.5,19.8,55.6,0,0,0,,0,0,21.9,11.8,319.1,1023.4,61.9,8.6,111.6,9.8,5,,2015-01-22T07:14:24,2015-01-22T17:01:10,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york city,1/23/2015,38.7,28.1,33.3,33.9,19.6,27.2,17.3,51.8,0,0,0,,0.5,0.1,26.4,11.4,265.5,1023.3,17.6,9.6,123,10.8,5,,2015-01-23T07:13:44,2015-01-23T17:02:22,0.11,Clear,Clear conditions throughout the day.,snow,"72505394728,KLGA,KNYC,72503014732"
new york city,1/24/2015,38.3,32.9,35.3,34.1,25.3,29.6,29.5,80.2,0.73,100,50,"rain,snow",0.5,0.7,30.4,13.9,340.5,1000.3,85,4.6,20.7,1.8,1,,2015-01-24T07:13:02,2015-01-24T17:03:35,0.14,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"72505394728,KLGA,KNYC,72503014732"
new york city,1/25/2015,41.9,31.7,37.1,36.5,22.2,31.1,18.2,47.9,0,0,0,,0.4,0.7,28.9,13,293.8,1007,52.4,9.8,124.2,10.6,5,,2015-01-25T07:12:18,2015-01-25T17:04:48,0.18,Partially cloudy,Clearing in the afternoon.,snow,"72505394728,KLGA,KNYC,72503014732"
new york city,1/26/2015,30.6,22.7,25.4,23.8,8.1,13.8,15.2,66.7,0.392,100,45.83,snow,1.7,1.2,33,19.7,49.1,1013,98.5,4.2,24,2,1,,2015-01-26T07:11:32,2015-01-26T17:06:01,0.25,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"72505394728,KLGA,KNYC,72503014732"
new york city,1/27/2015,28.9,20.9,24.2,20.4,6.4,13.4,15.2,68.7,0.342,100,33.33,snow,1.1,3.1,35.2,21.9,350.4,1005.4,74.7,6.1,63.6,5.5,3,,2015-01-27T07:10:44,2015-01-27T17:07:14,0.25,"Snow, Partially cloudy",Partly cloudy throughout the day with snow clearing later.,snow,"72505394728,KLGA,KNYC,72503014732"
new york city,1/28/2015,33.2,17.3,24.5,27.1,3.6,15,3.6,40.9,0,0,0,,0.1,3.2,24.2,13.3,318.2,1017.4,9.9,9.9,138.7,12,6,,2015-01-28T07:09:54,2015-01-28T17:08:28,0.28,Clear,Clear conditions throughout the day.,snow,"72505394728,KLGA,KNYC,72503014732"
new york city,1/29/2015,35.1,20.2,27.7,31.4,14,22.6,11.1,50.3,0,0,0,,0.3,2.1,18.3,10.5,182.8,1023.3,44.3,9.9,114.2,9.9,5,,2015-01-29T07:09:03,2015-01-29T17:09:42,0.32,Partially cloudy,Becoming cloudy in the afternoon.,snow,"72505394728,KLGA,KNYC,72503014732"
new york city,1/30/2015,37.5,20.3,32,36.3,5.2,23.6,20.4,63.3,0.097,100,29.17,"rain,snow",0.2,1.8,37.6,20.5,302.4,1012.3,74.5,7.7,68.2,5.8,3,,2015-01-30T07:08:09,2015-01-30T17:10:56,0.35,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,snow,"72505394728,KLGA,KNYC,72503014732"
new york city,1/31/2015,26.1,13.1,19.6,15.1,-4,5.9,0.6,43.3,0,0,0,,0,1.6,37.9,21.5,308.7,1019.7,3.9,9.9,151.8,13,6,,2015-01-31T07:07:14,2015-01-31T17:12:10,0.39,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2/1/2015,35.7,20.3,29.8,35.1,9.7,24.8,15.2,54.7,0.016,100,4.17,"rain,snow",0.3,1.5,20.8,10.3,256,1021.2,74.1,9,99.1,8.6,4,,2015-02-01T07:06:17,2015-02-01T17:13:24,0.42,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,snow,"72505394728,KLGA,KNYC,72503014732"
new york city,2/2/2015,33.2,14.5,26.9,27.3,-0.6,16.9,22.3,83,1.051,100,75,"rain,snow",0.3,1.9,31.4,17.7,22.6,1003.5,91.3,3.9,20.1,1.7,1,,2015-02-02T07:05:18,2015-02-02T17:14:39,0.46,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"72505394728,KLGA,KNYC,72503014732"
new york city,2/3/2015,25.2,13.5,19.7,20.9,-4.3,9.4,7.8,59.4,0,0,0,,0.1,2.1,33.1,23,282.4,1022.7,11.5,9.2,142.3,12.3,6,,2015-02-03T07:04:18,2015-02-03T17:15:53,0.5,Clear,Clear conditions throughout the day.,snow,"72505394728,KLGA,KNYC,72503014732"
new york city,2/4/2015,41.9,24.8,33.9,41.5,17.6,29.9,20.5,57.6,0,0,0,,6.2,5.8,,9.3,222.7,1021.1,71.7,9.2,137.7,11.7,6,,2015-02-04T07:03:16,2015-02-04T17:17:07,0.52,Partially cloudy,Partly cloudy throughout the day.,snow,"72505394728,KLGA,KNYC,72503014732"
new york city,2/5/2015,40.8,15.2,29.3,39.6,0.7,19.7,11.8,48.4,0,0,0,,0,7.2,34.6,25.3,321.5,1015.9,54.5,9.8,89.6,7.8,3,,2015-02-05T07:02:13,2015-02-05T17:18:22,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2/6/2015,27,12.2,19.5,25.3,-0.8,9,0.6,43.6,0,0,0,,0,3.9,26.7,13.9,281.3,1022.3,22.3,9.9,142,12.3,6,,2015-02-06T07:01:08,2015-02-06T17:19:36,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2/7/2015,37.2,25.3,31.2,37.2,16.8,27,16.2,53.9,0.018,100,8.33,"rain,snow",0,1.9,19.7,10,257.2,1018.8,85.2,8.8,99.8,8.8,5,,2015-02-07T07:00:01,2015-02-07T17:20:50,0.62,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain or snow.,rain,"72505394728,KLGA,KNYC,72503014732"
new york city,2/8/2015,35.3,31.5,34.3,33.8,21.2,27.2,28.6,79.6,0,0,0,,0,1.7,24.2,15.3,61.1,1013.2,93.8,5.5,66.9,5.8,3,,2015-02-08T06:58:53,2015-02-08T17:22:04,0.66,Overcast,Cloudy skies throughout the day.,cloudy,"72505394728,KLGA,KNYC,72503014732"
new york city,2/9/2015,29.8,25.6,26.8,19.6,14.1,16,19.9,74.7,0.088,100,20.83,snow,0.4,1.9,26.8,17.4,56.6,1015.4,100,9,36.9,3.2,2,,2015-02-09T06:57:43,2015-02-09T17:23:18,0.69,"Snow, Overcast",Cloudy skies throughout the day with snow in the morning and afternoon.,snow,"72505394728,KLGA,KNYC,72503014732"
new york city,2/10/2015,38.7,26.1,30.9,32.9,15.4,22,19.9,63.7,0.009,100,4.17,snow,0,2,24.9,15.6,21.8,1017,75.1,9.5,69,6,3,,2015-02-10T06:56:32,2015-02-10T17:24:32,0.72,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.,rain,"72505394728,KLGA,KNYC,72503014732"
new york city,2/11/2015,32.9,21.8,27.9,31.5,10.2,20.7,12,51.5,0,0,0,,0,2,24.2,13.7,33.5,1016.7,9.9,9.9,171.9,14.8,6,,2015-02-11T06:55:20,2015-02-11T17:25:45,0.75,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2/12/2015,38.9,20.9,31.7,36,6.9,24.8,18.3,58.1,0,0,0,,0,2,31.9,16.1,277.3,1009.2,88.3,8.9,79.2,6.8,3,,2015-02-12T06:54:06,2015-02-12T17:26:59,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2/13/2015,20.3,8.3,15.2,12.1,-9.1,1.9,-5.8,38.9,0,0,0,,0,1.9,35.7,20.5,309,1019,3.3,9.9,168.8,14.7,7,,2015-02-13T06:52:51,2015-02-13T17:28:12,0.82,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2/14/2015,32,17.1,25.2,28.8,11.5,19.6,9.8,53.1,0.015,100,12.5,"rain,snow",0.3,1.8,23,10.3,210.8,1008.6,83.6,8.2,80.2,7,4,,2015-02-14T06:51:34,2015-02-14T17:29:25,0.86,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"72505394728,KLGA,KNYC,72503014732"
new york city,2/15/2015,25.3,4.5,15.3,13.8,-16.8,-0.9,-0.4,50.2,0.01,100,8.33,snow,0.2,2.2,39.6,21.5,309.4,1008.2,51.6,9.1,123.7,10.8,6,,2015-02-15T06:50:17,2015-02-15T17:30:37,0.89,"Snow, Partially cloudy",Clearing in the afternoon with early morning snow.,snow,"72505394728,KLGA,KNYC,72503014732"
new york city,2/16/2015,20.3,3.8,12.3,20,-15.4,0.2,-10.1,36.5,0,0,0,,0.5,2.4,37.1,17.4,307.1,1020.5,25.9,9.9,145.8,12.6,7,,2015-02-16T06:48:58,2015-02-16T17:31:50,0.92,Partially cloudy,Partly cloudy throughout the day.,snow,"72505394728,KLGA,KNYC,72503014732"
new york city,2/17/2015,27.3,14.9,21,27,2.7,14.8,8.2,58.8,0.144,100,33.33,snow,5.9,6.2,18.3,9.7,34,1013.3,67.7,6.6,72.2,6.2,3,,2015-02-17T06:47:38,2015-02-17T17:33:02,0.96,"Snow, Partially cloudy",Partly cloudy throughout the day with snow clearing later.,snow,"72505394728,KLGA,KNYC,72503014732"
new york city,2/18/2015,30.3,19.6,25.4,29.3,12.7,20.4,12,56.7,0,0,0,,0,7.7,,8.9,97.6,1010.3,40.2,9.3,154.7,13.4,6,,2015-02-18T06:46:17,2015-02-18T17:34:14,0,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2/19/2015,27,10.4,18.4,16.4,-6.3,4.4,-1.2,42.3,0,0,0,,0,7.3,31.8,20.8,295.5,1009.4,48.9,9.9,103.2,8.9,5,,2015-02-19T06:44:54,2015-02-19T17:35:25,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2/20/2015,19.4,2.3,10.8,9.7,-15.8,-3.8,-9.9,38.1,0,0,0,,0,4.1,31.7,16.7,287.1,1023.8,2.1,9.9,186.4,16.3,7,,2015-02-20T06:43:31,2015-02-20T17:36:36,0.06,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2/21/2015,32,14.3,23.1,26.4,2.4,16.1,9.2,57.8,0.534,100,41.67,"rain,snow",0.6,2.4,24.2,10.4,216.9,1028.9,58.3,6.3,68.9,5.8,3,,2015-02-21T06:42:07,2015-02-21T17:37:47,0.09,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"72505394728,KLGA,KNYC,72503014732"
new york city,2/22/2015,42.5,32,36.2,42.5,27.1,33.9,28.6,74.9,0.183,100,33.33,"rain,snow",0.4,3,,9.9,262.4,1021.1,58.3,6.1,100.6,8.7,5,,2015-02-22T06:40:41,2015-02-22T17:38:58,0.13,"Snow, Rain, Partially cloudy",Clearing in the afternoon with rain or snow clearing later.,snow,"72505394728,KLGA,KNYC,72503014732"
new york city,2/23/2015,38,8.3,23.5,33.8,-7.5,11.5,2.9,41.3,0,0,0,,0,3,31.1,18.3,315.3,1025.3,38.8,9.9,136,11.7,6,,2015-02-23T06:39:15,2015-02-23T17:40:08,0.16,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2/24/2015,24.2,4.5,14.5,19,-7.6,5.4,-2.6,46.2,0,0,0,,0,2.9,21.9,11.8,234.1,1022.5,19.7,9.9,200.4,17.3,7,,2015-02-24T06:37:48,2015-02-24T17:41:18,0.19,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2/25/2015,37.1,20.5,29.4,34.3,12.7,22.8,10.4,45.8,0,0,0,,3.6,5,24.8,13,278.3,1010.8,16,9.9,196.2,17,7,,2015-02-25T06:36:20,2015-02-25T17:42:28,0.25,Clear,Clear conditions throughout the day.,snow,"72505394728,KLGA,KNYC,72503014732"
new york city,2/26/2015,32,21.8,24.9,27.4,9.8,16.3,8.5,50,0,0,0,,0,5.5,18.3,12.4,25.3,1016.4,69.7,9.6,140,12,6,,2015-02-26T06:34:51,2015-02-26T17:43:38,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2/27/2015,29.9,18.3,23.5,22.5,5.9,15.7,4,43.3,0,0,0,,0,4.7,24.2,16.1,327.1,1028.3,28.4,9.9,187.5,16.2,7,,2015-02-27T06:33:21,2015-02-27T17:44:47,0.3,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york city,2/28/2015,28.8,14.3,22.2,28.4,4,16.4,-1.1,35.9,0,0,0,,0.4,4.9,23,18.3,314.2,1040.9,8.3,9.9,204.7,17.8,7,,2015-02-28T06:31:50,2015-02-28T17:45:56,0.33,Clear,Clear conditions throughout the day.,snow,"72505394728,KLGA,KNYC,72503014732"
new york city,3/1/2015,29.9,24.8,27.2,28.1,19.5,25.2,11.3,55,0.509,100,33.33,snow,1.8,5.4,19.7,8.3,225.9,1033.4,77.6,6.3,52.3,4.5,2,,2015-03-01T06:30:19,2015-03-01T17:47:04,0.36,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"72505394728,KLGA,KNYC,72503014732"
new york city,3/2/2015,38,28.4,33.1,31.9,18.1,26.1,17.4,55.4,0,0,0,,1.2,7.6,31.3,17.4,306.5,1020.9,49.6,8.7,163.4,14,7,,2015-03-02T06:28:47,2015-03-02T17:48:12,0.4,Partially cloudy,Clearing in the afternoon.,snow,"72505394728,KLGA,KNYC,72503014732"
new york city,3/3/2015,36,23.3,28.9,29.6,17.3,22.9,16,59.8,0.671,100,33.33,"rain,snow",0.1,7.8,23.3,11.5,189.6,1025.2,54.3,7.5,84.8,7.4,3,,2015-03-03T06:27:14,2015-03-03T17:49:20,0.43,"Snow, Rain, Partially cloudy",Becoming cloudy in the afternoon with rain or snow.,snow,"72505394728,KLGA,KNYC,72503014732"
new york city,3/4/2015,45.5,36,40.4,44.3,29.1,35.8,35,81.1,0.193,100,33.33,rain,0,4.8,21.3,9.2,237.2,1010.4,99.1,5.7,60.1,5.1,2,,2015-03-04T06:25:41,2015-03-04T17:50:28,0.46,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KLGA,KNYC,72503014732"
new york city,3/5/2015,40.1,20.5,27.2,34.7,9.1,19.8,22.1,81.8,0.791,100,79.17,"rain,snow",1.1,3.3,22.4,12.7,323.6,1019.6,95.6,2.8,93.3,8.1,5,,2015-03-05T06:24:07,2015-03-05T17:51:35,0.5,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"72505394728,KLGA,KNYC,72503014732"
new york city,3/6/2015,26.3,13.5,20.1,26.1,0.5,12.1,3.4,48.4,0,0,0,,0.6,4.5,29.8,16.1,320.3,1031.2,8.7,9.4,230.6,19.8,8,,2015-03-06T06:22:32,2015-03-06T17:52:42,0.53,Clear,Clear conditions throughout the day.,snow,"72505394728,KLGA,KNYC,72503014732"
new york city,3/7/2015,38,18.8,28.9,38,9.1,22.2,10.8,46.6,0,0,0,,0,4.3,24.8,12.8,252.9,1022.3,37.8,9.7,216.9,18.7,8,,2015-03-07T06:20:57,2015-03-07T17:53:49,0.57,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york city,3/8/2015,48.3,37.8,42.2,45,32.3,38.9,22.2,45.3,0,0,0,,0,3.7,28.9,18.3,285.2,1018,64.2,9.7,205.7,17,7,,2015-03-08T07:19:22,2015-03-08T18:54:55,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york city,3/9/2015,53.7,40.2,46.8,53.7,37,45.1,23.9,41.4,0.015,100,8.33,rain,0,3,25.3,9.9,278.2,1021.1,28.5,9.8,200.2,17.5,7,,2015-03-09T07:17:46,2015-03-09T18:56:02,0.63,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"72505394728,KLGA,KNYC,72503014732"
new york city,3/10/2015,51.5,39.4,44.6,51.5,35.8,43,31.7,61.8,0.372,100,25,rain,0,2,18.3,8.4,76.8,1023.1,51.7,7.4,96.4,8.4,5,,2015-03-10T07:16:09,2015-03-10T18:57:08,0.67,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"72505394728,KLGA,KNYC,72503014732"
new york city,3/11/2015,58.7,42.2,49.8,58.7,39.9,48.6,37.2,65.9,0.087,100,12.5,rain,0,1,25.3,13.3,295.9,1014.8,44.9,8,142.4,12.1,6,,2015-03-11T07:14:32,2015-03-11T18:58:13,0.7,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"72505394728,KLGA,KNYC,72503014732"
new york city,3/12/2015,48.6,38.9,43.6,43.8,32.7,37.8,8.3,25.1,0,0,0,,0,0.5,35.7,16.9,321,1027.8,1.8,9.9,236.5,20.5,8,,2015-03-12T07:12:55,2015-03-12T18:59:19,0.74,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
new york city,3/13/2015,41.5,31.7,37.4,37.7,26,31.9,9.1,32.6,0,0,0,,0,0.3,19.3,12.8,122.2,1034.8,18.3,9.9,180.6,15.6,7,,2015-03-13T07:11:17,2015-03-13T19:00:24,0.75,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
new york city,3/14/2015,50,39.8,44.8,47.7,37,41.4,39.8,83.6,0.856,100,66.67,rain,0,0.2,19.7,12.8,204.1,1016.3,98.5,6,33.6,2.8,1,,2015-03-14T07:09:39,2015-03-14T19:01:29,0.8,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KLGA,KNYC,72503014732"
new york city,3/15/2015,45.5,37.4,41.9,41.7,28.9,35,28.9,60.7,0.002,100,4.17,rain,0,0,38.4,21.9,300.3,1008.7,92.1,9.8,174.4,15,6,,2015-03-15T07:08:01,2015-03-15T19:02:34,0.84,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"72505394728,KLGA,KNYC,72503014732"
new york city,3/16/2015,51.2,35.3,41.9,51.2,28.4,38.9,25.1,51.5,0,0,0,,0,0,19.8,11.5,295.5,1013.8,30.2,9.9,189.4,16.3,7,,2015-03-16T07:06:22,2015-03-16T19:03:39,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york city,3/17/2015,55.5,35.1,47.6,55.5,22.9,44.6,28.9,49.4,0.017,100,8.33,rain,0,0,41.9,28.9,303.9,1005.1,69.7,9.4,161.1,14.1,7,,2015-03-17T07:04:44,2015-03-17T19:04:43,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72505394728,KLGA,KNYC,72503014732"
new york city,3/18/2015,38.4,29.7,33.3,30.6,17.6,24.1,9.6,37.1,0,0,0,,0,0,34.7,21.9,316.8,1016.9,46.9,9.9,226.1,19.6,8,,2015-03-18T07:03:05,2015-03-18T19:05:48,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york city,3/19/2015,42.2,29,34.8,38.9,19.1,28.6,5.1,30.2,0,0,0,,0,0,23,13.9,313.8,1025.2,22.5,9.9,248.7,21.5,8,,2015-03-19T07:01:25,2015-03-19T19:06:52,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
